T	N	tau	tau_std	N_sweeps	N_sweeps_eq	t_sample	system	calculation_method	N_resamples
2.2238062	5	2.0	NaN	1000000	500000	1	torus	bootstrap	1
2.2238062	12	1.0	NaN	1000000	500000	1	torus	bootstrap	1
