T	N	tau	tau_std	N_sweeps	N_sweeps_eq	t_sample	system	calculation_method	N_resamples
2.042271	5	1.696000000000001	0.5537604570360941	5000000	500000	1	torus	bootstrap	700
2.042271	7	1.7012244897959181	0.48935855824675656	5000000	500000	1	torus	bootstrap	700
2.042271	10	1.6588571428571437	0.4246602373519555	5000000	500000	1	torus	bootstrap	700
2.1557304999999998	10	1.5571428571428578	0.48009638653481357	5000000	500000	1	torus	bootstrap	700
2.1557304999999998	16	1.5342857142857136	0.4250761824460339	5000000	500000	1	torus	bootstrap	700
2.1557304999999998	5	1.5657142857142867	0.6654966229519376	5000000	500000	1	torus	bootstrap	700
2.1557304999999998	20	1.5305714285714287	0.37402380603388546	5000000	500000	1	torus	bootstrap	700
2.2238062	16	1.3949999999999996	0.4659853497792283	5000000	500000	1	torus	bootstrap	700
2.2238062	13	1.4342857142857137	0.5247119458253804	5000000	500000	1	torus	bootstrap	700
2.1557304999999998	18	1.5161904761904763	0.42177391602997455	5000000	500000	1	torus	bootstrap	700
2.1557304999999998	7	1.5624489795918362	0.5901598446609855	5000000	500000	1	torus	bootstrap	700
2.2238062	10	1.4268571428571417	0.5475593992696972	5000000	500000	1	torus	bootstrap	700
